ship_id;Ship;Tier;Class;Nation;Damage Con;Duration;Repair;Repair Duration;Repair %;Smoke;Smoke Duration;Smoke Dispersion Time;Dispersion Radius;Hydro;Hydro Duration;Hydro Range;Radar;Radar Duration;Radar Range;Engine Boost;EB Duration;Speed Increase;DFAA;DFAA Duration;DFAA DPS;MBRB;MBRB Duration;MBRB Effect;TRB;Fighter;Spotter;Hydrophone;Hydrophone Range;Sub Surveillance;SS Range;Enhanced Rudder;Res. Battery
3750672080;AL Azuma;9;CA;Japan;;5 s;4;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3750672112;Michelangelo;9;CA;Italy;;5 s;3;28 s;14.0 %;2;40 s;10 s;510 m;3;100 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750672176;Ägir;9;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750672368;Tulsa;9;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;9.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750704336;Wujing;9;BB;Pan-Asia;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3750704848;Hizen;9;BB;Japan;;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3750704880;Giuseppe Verdi;9;BB;Italy;;15 s;4;28 s;14.0 %;3;60 s;15 s;900 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3750705136;Kearsarge;9;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3751196368;I-56;8;SS;Japan;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;5;9.0 km;N/A;;N/A;2
3751687376;Fenyang;8;DD;Pan-Asia;;5 s;N/A;;;5;30 s;70 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3751687888;Asashio;8;DD;Japan;;5 s;N/A;;;3;20 s;89 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3751687984;Z-35;8;DD;Germany;;5 s;N/A;;;6;10 s;40 s;600 m;3;110 s;5.5 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3751720144;Wukong;8;CA;Pan-Asia;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;3;40 s;50%;N/A;;;3;N/A;4;N/A;;N/A;;N/A;N/A
3751720400;Lazo;7;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;5;N/A;;N/A;;N/A;N/A
3751720752;Mainz;8;CA;Germany;;5 s;N/A;;;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3751720912;Tiger '59;8;CA;U.K.;;5 s;3;20 s;40.0 %;3;15 s;106 s;600 m;N/A;;;3;30 s;9.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3751720944;Anchorage;8;CA;U.S.A.;;5 s;N/A;;;2;30 s;104 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3751753168;Lenin;8;BB;U.S.S.R.;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3751753520;Brandenburg;8;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3751753552;Jean Bart;9;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;4;20 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3751753712;Massachusetts;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3751786192;Kaga;8;CV;Japan;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3751786288;Graf Zeppelin;8;CV;Germany;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3751786448;Ark Royal;6;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3751786480;Enterprise;8;CV;U.S.A.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3752736112;Huron;7;DD;Commonw.;;5 s;2;10 s;10.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3752736720;Cossack;8;DD;U.K.;;5 s;N/A;;;6;10 s;40 s;600 m;3;180 s;3.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3752769232;Maya;7;CA;Japan;;5 s;2;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;2;15 s;-50%;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3752769264;Francesco Ferruccio;7;CA;Italy;;5 s;N/A;;;2;22 s;10 s;510 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3752769328;Weimar;7;CA;Germany;;5 s;N/A;;;N/A;;;;3;110 s;5.5 km;N/A;;;3;180 s;15%;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3752802096;AL Prinz Heinrich;7;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3752802256;Nelson;7;BB;U.K.;;15 s;3;20 s;40.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3752802288;Florida;7;BB;U.S.A.;;20 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3753785136;Karl von Schönberg;6;DD;Germany;;5 s;3;10 s;10.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3753817456;Mysore;6;CA;Commonw.;;5 s;3;28 s;14.0 %;3;102 s;10 s;450 m;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3753817904;Leipzig;6;CA;Germany;;5 s;N/A;;;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3753817936;Dupleix;6;CA;France;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;3;180 s;15%;3;40 s;50%;4;25 s;-50%;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3753818064;London;6;CA;U.K.;;5 s;2;10 s;10.0 %;3;15 s;99 s;600 m;3;180 s;3.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3753850320;Novorossiysk;6;BB;U.S.S.R.;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3754866128;Mikoyan;5;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3756963280;Varyag;3;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3759585072;U-4501;10;SS;Germany;3;15 s;2;40 s;20.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;8.0 km;;6.0 km;N/A;2
3759585264;Gato;10;SS;U.S.A.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;9.0 km;;6.0 km;2;N/A
3760075984;Lüshun;10;DD;Pan-Asia;;5 s;3;60 s;30.0 %;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760076080;Friesland;9;DD;Europe;;5 s;N/A;;;3;30 s;127 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760076144;Vampire II;10;DD;Commonw.;;5 s;N/A;;;3;102 s;10 s;450 m;3;100 s;5.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760076496;Hayate;10;DD;Japan;;5 s;N/A;;;3;20 s;97 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3760076752;Druid;10;DD;U.K.;;5 s;2;10 s;10.0 %;6;10 s;40 s;600 m;3;180 s;3.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760076784;Somers;10;DD;U.S.A.;;5 s;N/A;;;3;30 s;130 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760108912;Brisbane;10;CA;Commonw.;;5 s;3;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;3;20 s;12.0 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760109008;Stalingrad;10;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;N/A;;;3;20 s;12.0 km;N/A;;;3;60 s;25%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760109264;Azuma;9;CA;Japan;;5 s;4;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3760109296;Napoli;10;CA;Italy;;5 s;3;28 s;14.0 %;2;40 s;10 s;510 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3760109392;Colbert;10;CA;France;;5 s;4;28 s;18.5 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760109520;Plymouth;10;CA;U.K.;;5 s;3;28 s;14.0 %;3;15 s;113 s;600 m;3;100 s;5.0 km;3;40 s;9.0 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760109552;Alaska;9;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;10.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3760141776;Slava;10;BB;U.S.S.R.;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760142032;Shikishima;10;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3760142160;Bourgogne;10;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;15%;N/A;;;4;20 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760142288;Thunderer;10;BB;U.K.;;15 s;4;28 s;16.8 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3760142320;Ohio;10;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3760174896;Werner Voss;10;CV;Germany;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3760175056;Malta;10;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3760175088;Franklin D. Roosevelt;10;CV;U.S.A.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3761124656;Velos;9;DD;Europe;;5 s;N/A;;;3;30 s;127 s;450 m;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761125104;Paolo Emilio;9;DD;Italy;;5 s;N/A;;;5;35 s;10 s;510 m;N/A;;;N/A;;;5;50 s;25%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761125136;Groningen;9;DD;Netherlands;;5 s;N/A;;;3;30 s;127 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761125360;Benham;9;DD;U.S.A.;;5 s;N/A;;;3;30 s;127 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761157328;Dalian;9;CA;Pan-Asia;;5 s;4;28 s;14.0 %;4;30 s;70 s;450 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761157488;Hector;9;CA;Commonw.;;5 s;3;20 s;40.0 %;3;102 s;10 s;450 m;3;180 s;3.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761157584;Kronshtadt;9;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;N/A;;;3;25 s;12.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3761157904;Van Speijk;9;CA;Netherlands;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761157936;Siegfried;9;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3761157968;Carnot;9;CA;France;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3761158128;Vallejo;9;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;3;5;N/A;;N/A;;N/A;N/A
3761190096;Bajie;9;BB;Pan-Asia;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3761190352;Navarin;9;BB;U.S.S.R.;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761190608;Musashi;9;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3761190640;Marco Polo;9;BB;Italy;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3761190704;Pommern;9;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761190864;Marlborough;9;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761190896;Missouri;9;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;3;35 s;9.5 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3761681872;S-189;8;SS;U.S.S.R.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;7.0 km;;9.0 km;N/A;N/A
3761682384;Alliance;8;SS;U.K.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;5;6.0 km;;6.0 km;N/A;N/A
3762173136;Loyang;8;DD;Pan-Asia;;5 s;N/A;;;3;30 s;124 s;450 m;3;110 s;5.5 km;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762173232;Orkan;8;DD;Europe;;5 s;3;10 s;10.0 %;N/A;;;;N/A;;;3;20 s;7.5 km;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762173744;Z-39;7;DD;Germany;;5 s;N/A;;;3;20 s;69 s;450 m;3;100 s;5.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762173936;Kidd;8;DD;U.S.A.;;5 s;3;28 s;14.0 %;3;30 s;124 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762205904;Irian;8;CA;Pan-Asia;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206032;Almirante Grau;8;CA;Pan-Am.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206128;Numancia;8;CA;Spain;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3762206160;Mikhail Kutuzov;8;CA;U.S.S.R.;;5 s;N/A;;;2;20 s;89 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206480;De Zeven Provinciën;8;CA;Netherlands;;5 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206512;Prinz Eugen;8;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3762206544;Bayard;8;CA;France;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;4;15 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206672;Cheshire;8;CA;U.K.;;5 s;2;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762206704;Wichita;8;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;3;30 s;9.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3762238800;Atlântico;8;BB;Pan-Am.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762238928;Poltava;7;BB;U.S.S.R.;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3762239184;Kii;8;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3762239216;Roma;8;BB;Italy;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3762239280;Odin;8;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3762239312;Gascogne;8;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3762239440;Vanguard;8;BB;U.K.;;15 s;3;14 s;21.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3762239472;Alabama;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3762271440;Sanzang;8;CV;Pan-Asia;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3762271696;Chkalov;8;CV;U.S.S.R.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3762271984;Aquila;8;CV;Italy;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3762272208;Indomitable;8;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3763221872;Haida;7;DD;Commonw.;;5 s;N/A;;;3;102 s;10 s;450 m;3;180 s;3.5 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763221968;Leningrad;7;DD;U.S.S.R.;;5 s;N/A;;;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;2;N/A;N/A;N/A;;N/A;;N/A;N/A
3763222256;FR25;7;DD;Italy;;5 s;N/A;;;4;30 s;10 s;450 m;N/A;;;N/A;;;3;120 s;20%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763254608;Nueve de Julio;7;CA;Pan-Am.;;5 s;3;20 s;40.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763254992;Tokachi;7;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;3;3;N/A;N/A;;N/A;;N/A;N/A
3763255024;Duca degli Abruzzi;7;CA;Italy;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3763255088;München;7;CA;Germany;;5 s;N/A;;;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3763255120;Toulon;7;CA;France;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;3;180 s;20%;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3763255248;Belfast;7;CA;U.K.;;5 s;N/A;;;3;15 s;103 s;600 m;3;100 s;4.0 km;3;25 s;8.5 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763255280;Indianapolis;7;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;3;25 s;10.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3763287408;Yukon;7;BB;Commonw.;;15 s;3;20 s;40.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3763287760;Ashitaka;7;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763287856;Scharnhorst;7;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3763287888;Strasbourg;7;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;4;20 s;-50%;N/A;3;4;N/A;;N/A;;N/A;N/A
3763288016;Hood;7;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3763288048;W. Virginia '41;6;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3764270288;Anshan;6;DD;Pan-Asia;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
